Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
22R603	25	25	36	56	46	46	40	40	48	57	49	49	66	66	46	46	73	73	63	72	42	42	42	54	64	70	33	36	45	45	60	60	46	46	65	77	73	73	43	55	68	71	56	59	38	38	55	58	34	34	35	38	43	43	42	48	60	60	62	80	64	64	50	56	39	39	36	42	33	33	35	35	43	49	40	40	30	51	37	40	31	31
22R604	45	49	52	56	49	49	40	40	48	57	49	58	54	66	37	46	73	73	69	69	42	42	42	54	64	64	21	36	45	45	60	69	46	49	53	56	64	64	43	58	68	68	56	80	38	38	55	55	34	37	35	35	16	46	42	42	60	60	65	71	61	64	50	50	?	?	42	51	33	54	35	35	49	49	46	46	45	45	37	40	31	37
22R680	45	45	56	56	52	52	40	40	57	57	73	73	54	63	46	46	73	73	69	69	42	45	42	54	64	64	36	39	45	45	57	69	43	46	77	83	73	73	?	?	68	68	56	71	38	38	52	55	28	34	35	35	34	40	39	42	60	60	65	68	58	67	50	50	39	39	51	57	33	33	35	35	49	49	40	46	30	45	37	40	31	37
22R714	25	45	52	52	46	52	40	40	51	57	58	73	63	66	37	46	73	73	60	69	?	?	42	60	64	70	36	42	45	45	57	66	46	46	53	83	73	73	58	64	68	71	56	62	38	38	55	55	34	37	35	35	34	37	39	42	60	78	59	68	64	70	50	50	?	?	36	42	33	54	35	35	43	49	40	46	30	45	37	37	31	34
22R717	45	45	52	52	52	52	40	40	57	57	73	73	63	63	46	46	73	73	69	69	?	?	42	42	64	64	39	42	45	45	66	69	43	46	77	83	73	73	46	64	68	68	56	71	38	38	52	55	28	37	35	38	34	37	39	42	60	60	65	68	58	67	50	50	39	39	36	57	33	33	35	35	43	49	40	40	30	45	37	40	31	37
22R002	45	45	40	52	52	52	28	40	48	57	58	73	54	63	37	46	64	73	69	69	42	42	42	42	64	64	36	42	45	45	?	?	46	46	58	70	73	73	58	67	68	71	45	45	38	38	55	55	28	34	44	44	16	43	39	42	60	60	80	83	64	64	36	42	39	39	36	36	33	33	35	35	43	49	40	46	30	45	40	40	31	31
22R065	45	45	40	40	46	49	40	40	51	57	58	70	42	54	46	46	73	73	69	69	42	42	42	42	64	70	33	36	42	45	60	66	46	46	58	58	73	73	46	64	68	71	45	45	38	38	55	55	28	34	35	44	37	40	39	42	60	78	59	80	64	64	42	42	?	?	36	48	33	33	35	39	49	52	40	46	45	51	37	40	31	31
22R581	45	45	36	52	46	52	40	40	51	57	58	73	63	66	37	46	73	73	60	69	42	42	42	60	64	64	21	36	45	45	57	60	46	46	46	58	73	73	?	?	71	71	42	48	38	38	52	55	34	37	35	35	34	37	39	42	78	78	59	68	58	70	36	44	39	39	42	51	33	54	35	37	49	49	40	40	30	45	37	37	31	34
23R339	45	45	36	52	49	52	28	40	48	57	49	73	54	63	46	46	73	73	69	69	42	42	42	54	64	64	21	36	45	45	60	69	43	46	62	77	64	73	58	64	68	71	56	62	38	38	55	55	28	34	35	35	16	37	42	42	60	78	65	68	58	67	?	?	39	51	42	42	48	66	?	?	43	43	40	40	45	51	37	37	31	37
pop = 2021RO																																																																																		
23R072	25	45	36	52	46	52	28	40	57	57	49	73	54	66	46	49	73	73	69	69	?	?	42	42	64	70	36	42	45	45	57	66	46	46	65	77	67	73	43	46	68	71	56	59	38	44	52	52	28	34	35	44	37	43	39	39	60	78	71	80	58	64	?	?	39	48	36	57	33	66	35	35	49	49	40	40	45	45	37	37	34	34
23R097	45	45	52	56	46	46	40	40	57	57	49	58	51	63	46	46	73	73	69	69	?	?	42	42	64	64	36	36	45	45	57	69	46	46	65	77	67	73	43	64	71	71	59	62	38	38	55	55	34	34	35	44	37	43	42	42	60	78	59	59	67	70	?	?	39	39	42	54	33	48	?	?	49	49	46	46	30	45	37	46	31	31
23R104	45	49	40	52	46	49	40	40	51	57	49	73	63	66	37	46	64	70	69	69	?	?	42	42	64	64	36	36	45	45	57	69	46	46	65	68	73	73	43	55	71	71	56	59	38	38	55	55	28	34	35	35	37	43	42	42	60	78	68	80	64	67	?	?	39	39	42	54	?	?	35	35	49	49	46	46	?	?	37	37	31	31
23R147	45	49	36	52	49	49	40	40	48	51	58	73	63	63	46	46	73	73	69	69	?	?	42	42	64	64	21	36	45	45	60	69	43	46	62	65	64	73	46	55	68	71	62	80	38	38	55	55	34	37	35	35	16	37	39	42	78	81	71	80	64	64	?	?	39	48	36	36	33	33	?	?	43	43	40	46	?	?	37	37	31	31
23R301	45	49	36	52	49	52	28	40	51	57	73	73	63	63	46	46	73	73	69	69	45	45	42	54	64	64	21	36	45	45	60	69	43	49	62	65	64	73	46	58	68	71	56	83	38	38	52	55	28	34	35	35	16	37	39	42	60	78	80	80	64	67	?	?	39	39	42	42	33	33	35	37	43	49	40	40	45	51	40	40	31	31
23R314	45	49	52	52	46	52	28	40	57	57	58	73	63	66	46	46	73	73	69	69	?	?	42	54	64	64	36	36	45	45	57	69	46	46	65	65	73	73	58	58	68	68	56	62	38	38	52	52	34	34	35	35	16	43	39	42	60	60	65	80	64	67	?	?	39	39	36	51	33	33	35	35	43	49	40	46	30	45	37	37	31	31
23R354	45	45	36	36	46	49	40	40	48	51	49	73	63	66	46	46	73	73	69	69	42	42	42	42	64	64	36	39	45	45	57	66	43	49	56	65	64	82	64	64	68	71	56	83	38	38	55	55	34	34	38	41	43	43	39	42	60	60	80	83	64	67	?	?	39	39	51	51	33	33	35	35	43	49	40	46	36	45	37	37	34	37
23R455	45	45	36	40	49	52	28	40	51	57	49	73	57	63	46	46	64	73	69	69	42	42	42	42	64	64	36	36	45	45	57	69	46	49	56	77	64	73	43	46	68	68	56	56	38	38	52	55	28	34	35	38	37	43	39	39	60	60	65	80	58	70	?	?	?	?	36	36	33	33	35	35	43	49	40	40	45	45	37	46	31	34
23R544	45	45	52	52	52	52	40	40	48	57	49	58	63	63	46	46	73	73	60	69	42	42	42	60	64	64	21	21	45	45	60	60	46	46	53	56	55	64	55	64	68	68	56	71	38	38	52	55	34	34	35	35	34	37	39	42	78	81	68	80	64	67	50	50	39	51	51	51	33	33	35	35	49	49	40	46	30	45	37	40	31	37
23R327	45	45	52	56	46	49	40	40	48	57	58	73	54	63	46	46	73	73	69	69	?	?	42	42	64	64	21	36	45	45	57	60	46	46	65	65	73	73	43	58	68	68	56	59	38	38	55	58	34	37	35	35	16	43	?	?	60	78	65	71	64	64	?	?	?	?	36	51	33	33	?	?	43	49	40	46	45	51	37	37	31	31
24R0254	45	45	36	52	49	52	40	40	51	51	49	49	51	66	46	46	73	73	69	69	42	42	42	60	64	70	36	42	45	45	57	66	46	49	56	56	55	64	58	64	68	71	56	59	38	44	55	55	34	34	35	38	34	43	48	48	60	78	65	80	64	70	50	50	39	48	36	42	33	48	35	37	49	49	40	40	45	45	37	46	31	34
pop = 2022RO																																																																																		
24R0158	45	49	52	56	52	52	40	40	48	57	49	49	66	66	46	49	73	73	60	69	42	42	42	54	64	64	21	42	45	45	60	66	46	49	56	56	64	64	43	55	68	68	56	56	38	38	55	55	28	34	35	35	37	43	42	42	78	81	68	80	67	67	50	50	39	39	42	51	33	33	35	35	43	49	46	46	45	45	37	40	31	31
24R0233	25	45	52	52	46	46	40	40	48	57	49	58	51	66	46	46	73	73	69	72	42	45	42	42	64	64	21	42	45	45	60	66	46	46	53	83	55	64	46	64	68	71	74	83	38	44	55	55	34	34	35	35	34	34	15	42	60	78	68	80	67	67	50	54	39	48	36	57	48	66	35	37	43	49	40	40	45	45	37	37	31	34
24R0279	45	45	52	52	52	52	40	40	48	57	58	73	51	63	46	49	73	73	69	69	42	42	42	54	64	64	21	42	45	45	60	66	46	46	53	56	64	73	43	43	68	71	56	56	38	38	55	55	34	37	35	44	43	43	15	42	60	81	71	80	64	67	50	56	39	39	42	51	33	66	35	35	49	49	46	46	45	45	37	40	31	34
24R0322	25	45	36	52	49	49	40	40	51	57	49	49	57	66	46	46	64	73	69	72	42	42	42	48	64	64	21	36	45	45	57	60	46	46	53	59	73	79	43	64	68	68	56	62	38	38	49	55	28	34	35	35	16	16	39	42	60	60	65	65	64	70	50	54	39	48	36	51	33	33	35	35	49	49	40	46	45	51	37	40	31	37
24R0338	45	45	36	52	46	52	40	40	57	57	49	58	54	57	37	46	73	73	69	69	42	45	42	42	64	70	36	42	45	45	57	66	46	46	56	65	67	73	43	55	68	71	56	59	38	38	52	55	34	34	35	35	34	37	48	48	60	78	65	68	64	70	50	54	39	39	36	42	33	33	37	37	49	49	46	46	45	45	37	46	31	31
24R0341	45	45	36	52	46	46	40	40	48	57	49	49	51	57	46	46	64	73	69	69	42	42	42	42	64	70	33	36	45	45	66	69	46	46	53	77	64	73	43	46	71	71	56	74	38	44	55	55	28	34	35	38	37	43	42	42	60	78	59	80	64	67	50	56	39	48	51	57	33	48	35	35	43	49	46	46	45	45	37	40	31	31
24R0346	45	45	44	52	46	49	40	40	57	57	49	73	57	63	37	46	64	73	69	72	42	42	42	42	64	64	36	36	45	45	57	69	43	46	59	77	49	73	46	64	68	71	74	80	38	44	55	55	28	34	32	35	43	43	39	42	60	78	59	62	58	67	50	54	39	39	42	51	33	33	33	37	43	49	40	46	45	51	37	40	31	31
24R0399	45	45	36	44	46	49	28	40	48	57	49	73	54	57	37	46	73	73	69	69	42	45	42	42	67	70	36	42	45	45	60	66	43	46	59	83	49	73	46	67	68	71	56	56	38	41	55	55	28	34	35	35	34	43	39	42	81	81	83	83	64	70	54	58	39	39	36	51	33	57	37	39	49	49	40	46	45	45	37	46	34	37
24R0403	45	49	40	52	49	52	28	40	51	51	49	70	42	57	46	46	64	73	69	72	42	42	42	42	64	64	21	36	45	45	57	60	46	46	59	65	67	79	43	46	68	68	59	80	38	38	49	55	28	37	35	44	37	43	39	42	60	60	59	83	67	67	50	54	39	39	51	51	33	33	35	35	49	49	46	46	45	45	37	40	31	34
24R0412	25	45	36	52	46	52	28	40	51	57	73	73	54	63	37	46	64	73	69	69	42	45	42	42	64	70	36	42	45	45	57	66	46	46	56	77	73	73	43	55	68	71	59	62	38	38	52	55	34	34	35	35	37	43	15	42	60	78	65	68	64	70	50	54	39	39	42	42	60	60	37	37	49	49	46	46	45	45	37	46	31	34
24R0433	45	45	40	52	46	49	28	40	51	51	58	70	42	63	46	46	?	?	69	69	?	?	42	42	64	64	21	36	45	45	60	69	46	46	65	65	67	73	?	?	68	71	56	59	38	38	55	55	34	34	35	44	37	37	81	81	60	60	59	83	67	67	54	54	39	39	42	51	33	33	35	35	49	49	46	46	45	45	37	37	34	37
